name,type,start_time,"mosi","miso"
"SPI","result",10.4857514,0xFF,0x00
"SPI","disable",10.4857525,,
"SPI","enable",11.3956469,,
"SPI","result",11.3956472,0xC2,0x5B
"SPI","result",11.3956478,0x00,0x5B
"SPI","result",11.3956489,0x00,0x0C
"SPI","result",11.3956496,0x00,0x5B
"SPI","disable",11.3956504,,
"SPI","enable",11.3956568,,
"SPI","result",11.395657,0xC2,0x5B
"SPI","result",11.3956576,0x00,0x5B
"SPI","result",11.3956588,0x00,0x0C
"SPI","result",11.3956594,0x00,0x5B
"SPI","disable",11.3956603,,
"SPI","enable",11.3956614,,
"SPI","result",11.3956617,0x41,0x5B
"SPI","result",11.3956623,0x00,0x5B
"SPI","result",11.3956634,0x00,0x5B
"SPI","result",11.3956641,0x50,0x5B
"SPI","disable",11.3956649,,
"SPI","enable",11.3956659,,
"SPI","result",11.3956662,0x00,0x5B
"SPI","result",11.3956668,0x00,0x5B
"SPI","result",11.3956683,0xAA,0x5B
"SPI","result",11.3956689,0xAA,0x5B
"SPI","result",11.3956704,0xAA,0x5B
"SPI","result",11.395671,0xAA,0x5B
"SPI","result",11.3956725,0x46,0x5B
"SPI","result",11.3956731,0x00,0x5B
"SPI","result",11.3956746,0x00,0x5B
"SPI","result",11.3956752,0x00,0x5B
"SPI","result",11.3956767,0x33,0x5B
"SPI","result",11.3956773,0x33,0x5B
"SPI","result",11.3956788,0x00,0x5B
"SPI","result",11.3956794,0x00,0x5B
"SPI","result",11.3956809,0x00,0x5B
"SPI","result",11.3956815,0x02,0x5B
"SPI","result",11.395683,0xE0,0x5B
"SPI","result",11.3956836,0x0E,0x5B
"SPI","result",11.3956851,0xE1,0x5B
"SPI","result",11.3956858,0xFF,0x5B
"SPI","result",11.3956872,0xD3,0x5B
"SPI","result",11.3956879,0xE2,0x5B
"SPI","result",11.3956893,0x86,0x5B
"SPI","result",11.39569,0xDD,0x5B
"SPI","result",11.3956915,0x60,0x5B
"SPI","result",11.3956921,0x00,0x5B
"SPI","result",11.3956936,0x00,0x5B
"SPI","result",11.3956942,0x00,0x5B
"SPI","result",11.3956957,0x00,0x5B
"SPI","result",11.3956963,0x10,0x5B
"SPI","result",11.3956978,0x3A,0x5B
"SPI","result",11.3956984,0xFF,0x5B
"SPI","result",11.3956999,0xFE,0x5B
"SPI","result",11.3957005,0x80,0x5B
"SPI","result",11.395702,0x00,0x5B
"SPI","result",11.3957026,0x00,0x5B
"SPI","result",11.3957041,0x00,0x5B
"SPI","result",11.3957047,0x00,0x5B
"SPI","result",11.3957062,0x00,0x5B
"SPI","result",11.3957068,0x00,0x5B
"SPI","result",11.3957083,0xE2,0x5B
"SPI","result",11.395709,0x0E,0x5B
"SPI","result",11.3957104,0xE1,0x5B
"SPI","result",11.3957111,0xFF,0x5B
"SPI","result",11.3957126,0xFE,0x5B
"SPI","result",11.3957132,0xFF,0x5B
"SPI","result",11.3957147,0xD3,0x5B
"SPI","result",11.3957153,0xE2,0x5B
"SPI","result",11.3957168,0xFF,0x5B
"SPI","result",11.3957174,0x02,0x5B
"SPI","result",11.3957189,0x00,0x5B
"SPI","result",11.3957195,0x00,0x5B
"SPI","result",11.395721,0x00,0x5B
"SPI","result",11.3957216,0x00,0x5B
"SPI","result",11.3957231,0x00,0x5B
"SPI","result",11.3957237,0x00,0x5B
"SPI","result",11.3957252,0x00,0x5B
"SPI","result",11.3957258,0x00,0x5B
"SPI","result",11.3957273,0x00,0x5B
"SPI","result",11.3957279,0x00,0x5B
"SPI","result",11.3957294,0x00,0x5B
"SPI","result",11.3957301,0x00,0x5B
"SPI","result",11.3957315,0x00,0x5B
"SPI","result",11.3957322,0x02,0x5B
"SPI","result",11.3957336,0x85,0x5B
"SPI","result",11.3957343,0x00,0x5B
"SPI","result",11.3957358,0x4F,0x5B
"SPI","result",11.3957364,0x4B,0x5B
"SPI","result",11.3957379,0x00,0x5B
"SPI","result",11.3957385,0x00,0x5B
"SPI","result",11.39574,0x00,0x5B
"SPI","result",11.3957406,0x00,0x5B
"SPI","result",11.3957421,0x01,0x5B
"SPI","result",11.3957427,0x01,0x5B
"SPI","result",11.3957442,0xE0,0x5B
"SPI","result",11.3957448,0x0E,0x5B
"SPI","result",11.3957463,0xE1,0x5B
"SPI","result",11.3957469,0xFF,0x5B
"SPI","result",11.3957484,0xD3,0x5B
"SPI","result",11.395749,0xE2,0x5B
"SPI","result",11.3957505,0x55,0x5B
"SPI","result",11.3957511,0x55,0x5B
"SPI","result",11.3957526,0xE1,0x00
"SPI","result",11.3957533,0xFF,0x00
"SPI","disable",11.3957543,,
"SPI","enable",12.2220482,,
