Time [s],Packet ID,MOSI,MISO
3.105200664000000,0,0xC2,0x00
3.105201288000000,0,0x00,0x00
3.105202412000000,0,0x00,0x00
3.105203036000000,0,0x00,0x00
3.105205788000000,0,0xC2,0x00
3.105206412000000,0,0x00,0x00
3.105207536000000,0,0x00,0x00
3.105208164000000,0,0x00,0x00
3.105210912000000,0,0xC2,0x00
3.105211536000000,0,0x00,0x00
3.105212664000000,0,0x00,0x00
3.105213288000000,0,0x00,0x00
3.115183792000000,0,0xDA,0x00
3.115184416000000,0,0x00,0x00
3.115185540000000,0,0x00,0x00
3.115186164000000,0,0x00,0x00
3.115200196000000,0,0xC2,0x00
3.115200820000000,0,0x00,0x00
3.115201948000000,0,0x00,0x00
3.115202572000000,0,0x00,0x00
3.115205324000000,0,0xC2,0x00
3.115205948000000,0,0x00,0x00
3.115207072000000,0,0x00,0x00
3.115207696000000,0,0x00,0x00
3.115210448000000,0,0xC2,0x00
3.115211072000000,0,0x00,0x00
3.115212196000000,0,0x00,0x00
3.115212820000000,0,0x00,0x00
3.125183608000000,0,0xDA,0x00
3.125184232000000,0,0x00,0x00
3.125185356000000,0,0x00,0x00
3.125185980000000,0,0x00,0x00
3.125200012000000,0,0xC2,0x00
3.125200636000000,0,0x00,0x00
3.125201764000000,0,0x00,0x00
3.125202388000000,0,0x00,0x00
3.125205136000000,0,0xC2,0x00
3.125205764000000,0,0x00,0x00
3.125206888000000,0,0x00,0x00
3.125207512000000,0,0x00,0x00
3.125210264000000,0,0xC2,0x00
3.125210888000000,0,0x00,0x00
3.125212012000000,0,0x00,0x00
3.125212636000000,0,0x00,0x00
3.135183612000000,0,0xDA,0x00
3.135184236000000,0,0x00,0x00
3.135185360000000,0,0x00,0x00
3.135185984000000,0,0x00,0x00
3.135200016000000,0,0xC2,0x00
3.135200640000000,0,0x00,0x00
3.135201764000000,0,0x00,0x00
3.135202392000000,0,0x00,0x00
3.135205140000000,0,0xC2,0x00
3.135205764000000,0,0x00,0x00
3.135206892000000,0,0x00,0x00
3.135207516000000,0,0x00,0x00
3.135210264000000,0,0xC2,0x00
3.135210892000000,0,0x00,0x00
3.135212016000000,0,0x00,0x00
3.135212640000000,0,0x00,0x00
3.145183520000000,0,0xDA,0x00
3.145184144000000,0,0x00,0x00
3.145185268000000,0,0x00,0x00
3.145185892000000,0,0x00,0x00
3.145199924000000,0,0xC2,0x00
3.145200548000000,0,0x00,0x00
3.145201676000000,0,0x00,0x00
3.145202300000000,0,0x00,0x00
3.145205052000000,0,0xC2,0x00
3.145205676000000,0,0x00,0x00
3.145206800000000,0,0x00,0x00
3.145207424000000,0,0x00,0x00
3.145210176000000,0,0xC2,0x00
3.145210800000000,0,0x00,0x00
3.145211924000000,0,0x00,0x00
3.145212548000000,0,0x00,0x00
3.155183428000000,0,0xDA,0x00
3.155184052000000,0,0x00,0x00
3.155185180000000,0,0x00,0x00
3.155185804000000,0,0x00,0x00
3.155199836000000,0,0xC2,0x00
3.155200460000000,0,0x00,0x00
3.155201584000000,0,0x00,0x00
3.155202208000000,0,0x00,0x00
3.155204960000000,0,0xC2,0x00
3.155205584000000,0,0x00,0x00
3.155206708000000,0,0x00,0x00
3.155207332000000,0,0x00,0x00
3.155210084000000,0,0xC2,0x00
3.155210708000000,0,0x00,0x00
3.155211836000000,0,0x00,0x00
3.155212460000000,0,0x00,0x00
3.165183340000000,0,0xDA,0x00
3.165183964000000,0,0x00,0x00
3.165185088000000,0,0x00,0x00
3.165185712000000,0,0x00,0x00
3.165199744000000,0,0xC2,0x00
3.165200368000000,0,0x00,0x00
3.165201492000000,0,0x00,0x00
3.165202120000000,0,0x00,0x00
3.165204868000000,0,0xC2,0x00
3.165205492000000,0,0x00,0x00
3.165206620000000,0,0x00,0x00
3.165207244000000,0,0x00,0x00
3.165209992000000,0,0xC2,0x00
3.165210616000000,0,0x00,0x00
3.165211744000000,0,0x00,0x00
3.165212368000000,0,0x00,0x00
3.175183248000000,0,0xDA,0x00
3.175183872000000,0,0x00,0x00
3.175184996000000,0,0x00,0x00
3.175185620000000,0,0x00,0x00
3.175199652000000,0,0xC2,0x00
3.175200276000000,0,0x00,0x00
3.175201404000000,0,0x00,0x00
3.175202028000000,0,0x00,0x00
3.175204780000000,0,0xC2,0x00
3.175205404000000,0,0x00,0x00
3.175206528000000,0,0x00,0x00
3.175207152000000,0,0x00,0x00
3.175209904000000,0,0xC2,0x00
3.175210528000000,0,0x00,0x00
3.175211652000000,0,0x00,0x00
3.175212276000000,0,0x00,0x00
3.185183156000000,0,0xDA,0x00
3.185183780000000,0,0x00,0x00
3.185184908000000,0,0x00,0x00
3.185185532000000,0,0x00,0x00
3.185199564000000,0,0xC2,0x00
3.185200188000000,0,0x00,0x00
3.185201312000000,0,0x00,0x00
3.185201936000000,0,0x00,0x00
3.185204688000000,0,0xC2,0x00
3.185205312000000,0,0x00,0x00
3.185206436000000,0,0x00,0x00
3.185207060000000,0,0x00,0x00
3.185209812000000,0,0xC2,0x00
3.185210436000000,0,0x00,0x00
3.185211564000000,0,0x00,0x00
3.185212188000000,0,0x00,0x00
3.195183064000000,0,0xDA,0x00
3.195183688000000,0,0x00,0x00
3.195184816000000,0,0x00,0x00
3.195185440000000,0,0x00,0x00
3.195199472000000,0,0xC2,0x00
3.195200096000000,0,0x00,0x00
3.195201220000000,0,0x00,0x00
3.195201844000000,0,0x00,0x00
3.195204596000000,0,0xC2,0x00
3.195205220000000,0,0x00,0x00
3.195206348000000,0,0x00,0x00
3.195206972000000,0,0x00,0x00
3.195209720000000,0,0xC2,0x00
3.195210344000000,0,0x00,0x00
3.195211472000000,0,0x00,0x00
3.195212096000000,0,0x00,0x00
3.205182976000000,0,0xDA,0x00
3.205183600000000,0,0x00,0x00
3.205184724000000,0,0x00,0x00
3.205185348000000,0,0x00,0x00
3.205199380000000,0,0xC2,0x00
3.205200004000000,0,0x00,0x00
3.205201132000000,0,0x00,0x00
3.205201756000000,0,0x00,0x00
3.205204504000000,0,0xC2,0x00
3.205205132000000,0,0x00,0x00
3.205206256000000,0,0x00,0x00
3.205206880000000,0,0x00,0x00
3.205209632000000,0,0xC2,0x00
3.205210256000000,0,0x00,0x00
3.205211380000000,0,0x00,0x00
3.205212004000000,0,0x00,0x00
3.225182904000000,0,0xDA,0x00
3.225183528000000,0,0x00,0x00
3.225184652000000,0,0x00,0x00
3.225185276000000,0,0x00,0x00
3.225187668000000,0,0xC2,0x00
3.225188292000000,0,0x00,0x00
3.225189416000000,0,0x00,0x00
3.225190044000000,0,0x00,0x00
3.225197748000000,0,0xC2,0x00
3.225198372000000,0,0x00,0x00
3.225199496000000,0,0x00,0x00
3.225200120000000,0,0x00,0x00
3.225202872000000,0,0xC2,0x00
3.225203496000000,0,0x00,0x00
3.225204620000000,0,0x00,0x00
3.225205244000000,0,0x00,0x00
3.225207996000000,0,0xC2,0x00
3.225208620000000,0,0x00,0x00
3.225209744000000,0,0x00,0x00
