name,type,start_time,"mosi","miso"
"SPI","result",5.7589851,0x00,0x5B
"SPI","result",5.75898572,0x00,0x5B
"SPI","result",5.75898723,0x00,0x5B
"SPI","result",5.75898785,0x00,0x5B
"SPI","result",5.75898932,0xE2,0x5B
"SPI","result",5.75898995,0x0E,0x5B
"SPI","result",5.75899142,0xE1,0x5B
"SPI","result",5.75899205,0xFF,0x5B
"SPI","result",5.75899355,0xFE,0x5B
"SPI","result",5.75899417,0xFF,0x5B
"SPI","result",5.75899565,0xD3,0x5B
"SPI","result",5.75899628,0xE2,0x5B
"SPI","result",5.75899778,0xFF,0x5B
"SPI","result",5.7589984,0x02,0x5B
"SPI","result",5.75899987,0x00,0x5B
"SPI","result",5.7590005,0x00,0x5B
"SPI","result",5.75900198,0x00,0x5B
"SPI","result",5.7590026,0x00,0x5B
"SPI","result",5.7590041,0x00,0x5B
"SPI","result",5.75900472,0x00,0x5B
"SPI","result",5.7590062,0x00,0x5B
"SPI","result",5.75900683,0x00,0x5B
"SPI","result",5.7590083,0x00,0x5B
"SPI","result",5.75900892,0x00,0x5B
"SPI","result",5.75901042,0x00,0x5B
"SPI","result",5.75901105,0x00,0x5B
"SPI","result",5.75901253,0x00,0x5B
"SPI","result",5.75901315,0x02,0x5B
"SPI","result",5.75901465,0x85,0x5B
"SPI","result",5.75901525,0x00,0x5B
"SPI","result",5.75901675,0x4F,0x5B
"SPI","result",5.75901737,0x4B,0x5B
"SPI","result",5.75901885,0x00,0x5B
"SPI","result",5.75901947,0x00,0x5B
"SPI","result",5.75902098,0x00,0x5B
"SPI","result",5.7590216,0x00,0x5B
"SPI","result",5.75902307,0x01,0x5B
"SPI","result",5.7590237,0x01,0x5B
"SPI","result",5.75902517,0xE0,0x5B
"SPI","result",5.7590258,0x0E,0x5B
"SPI","result",5.7590273,0xE1,0x5B
"SPI","result",5.75902792,0xFF,0x5B
"SPI","result",5.7590294,0xD3,0x5B
"SPI","result",5.75903003,0xE2,0x5B
"SPI","result",5.75903153,0x55,0x5B
"SPI","result",5.75903213,0x55,0x5B
"SPI","result",5.75903362,0xE1,0x00
"SPI","result",5.75903425,0xFF,0x00
