Time [s],Packet ID,MOSI,MISO
4.742270536000000,0,0xC2,0x00
4.742271160000000,0,0x00,0x00
4.742272288000000,0,0x00,0x00
4.742272912000000,0,0x00,0x00
4.742275660000000,0,0xC2,0x00
4.742276284000000,0,0x00,0x00
4.742277412000000,0,0x00,0x00
4.742278036000000,0,0x00,0x00
4.742280788000000,0,0xC2,0x00
4.742281412000000,0,0x00,0x00
4.742282536000000,0,0x00,0x00
4.742283160000000,0,0x00,0x00
4.752253660000000,0,0xDA,0x00
4.752254284000000,0,0x00,0x00
4.752255408000000,0,0x00,0x00
4.752256032000000,0,0x00,0x00
4.752270064000000,0,0xC2,0x00
4.752270688000000,0,0x00,0x00
4.752271816000000,0,0x00,0x00
4.752272440000000,0,0x00,0x00
4.752275188000000,0,0xC2,0x00
4.752275812000000,0,0x00,0x00
4.752276940000000,0,0x00,0x00
4.752277564000000,0,0x00,0x00
4.752280316000000,0,0xC2,0x00
4.752280940000000,0,0x00,0x00
4.752282064000000,0,0x00,0x00
4.752282688000000,0,0x00,0x00
4.762253468000000,0,0xDA,0x00
4.762254092000000,0,0x00,0x00
4.762255220000000,0,0x00,0x00
4.762255844000000,0,0x00,0x00
4.762269876000000,0,0xC2,0x00
4.762270500000000,0,0x00,0x00
4.762271624000000,0,0x00,0x00
4.762272248000000,0,0x00,0x00
4.762275000000000,0,0xC2,0x00
4.762275624000000,0,0x00,0x00
4.762276748000000,0,0x00,0x00
4.762277372000000,0,0x00,0x00
4.762280124000000,0,0xC2,0x00
4.762280748000000,0,0x00,0x00
4.762281872000000,0,0x00,0x00
4.762282500000000,0,0x00,0x00
4.772253464000000,0,0xDA,0x00
4.772254088000000,0,0x00,0x00
4.772255216000000,0,0x00,0x00
4.772255840000000,0,0x00,0x00
4.772269872000000,0,0xC2,0x00
4.772270496000000,0,0x00,0x00
4.772271620000000,0,0x00,0x00
4.772272244000000,0,0x00,0x00
4.772274996000000,0,0xC2,0x00
4.772275620000000,0,0x00,0x00
4.772276744000000,0,0x00,0x00
4.772277372000000,0,0x00,0x00
4.772280120000000,0,0xC2,0x00
4.772280744000000,0,0x00,0x00
4.772281872000000,0,0x00,0x00
4.772282496000000,0,0x00,0x00
